gender,age,job,monthly_income,assets,saving_months,saving_amount,deposit_amount,deposit_months
F,76,0,336,10392,24,67,564,12
M,37,0,51,285,24,23,79,3
F,82,0,360,4333,24,50,172,3
M,29,1,2811,204008,24,1574,36430,24
F,99,1,1278,16083,24,204,1840,12
F,27,1,2886,291983,12,1500,35324,24
M,88,1,2705,153196,24,513,4219,12
M,56,0,443,33411,3,172,518,3
M,78,1,254,442,12,48,457,12
M,63,0,245,14919,24,39,161,6
M,85,1,1175,158657,24,199,4793,24
M,87,1,772,21931,24,84,1204,12
M,97,1,2066,98795,24,330,4214,12
F,17,0,170,2953,24,24,242,12
F,76,1,1460,76995,12,262,2452,12
F,79,1,2021,43602,12,282,3880,12
F,71,1,1042,52537,24,145,3501,24
F,100,1,2620,149144,12,340,10689,24
F,71,1,476,60335,12,66,1485,24
M,18,0,178,3849,24,34,544,24
F,85,1,1560,65012,12,311,4867,24
F,96,1,2883,163361,12,576,4843,12
F,90,1,2702,88670,24,432,9078,24
M,79,1,2467,75508,24,444,4736,12
M,51,1,2410,76907,24,867,18508,24
F,32,0,59,4507,12,30,325,12
F,57,0,135,5267,12,45,615,12
M,86,0,378,31510,12,52,52,1
F,74,1,420,15260,24,50,755,12
M,43,1,2962,174118,24,1066,11729,12
F,61,1,238,17612,12,30,799,24
F,56,1,2560,56302,12,972,20889,24
F,37,0,39,1340,3,20,58,3
F,82,1,979,10853,24,107,1997,12
F,37,0,168,2710,1,83,463,6
F,78,1,2919,16166,24,408,10508,24
M,33,0,133,11005,3,74,406,6
M,50,0,249,24260,1,82,2151,24
F,28,1,2043,243824,24,980,12993,12
M,47,0,476,28960,6,180,3998,24
M,99,1,1788,208547,24,286,4291,24
F,29,1,2642,209400,12,1241,16169,12
F,51,1,1218,87316,12,377,10815,24
F,24,0,38,757,6,18,237,12
M,93,1,843,98417,12,134,3439,24
F,26,1,1501,195036,24,765,17651,24
F,50,1,634,18712,12,196,5934,24
F,56,1,2309,235051,24,738,18841,24
M,50,1,2179,249633,24,762,19349,24
M,87,1,1766,3590,24,229,7205,24
M,30,1,399,51844,24,195,4979,24
M,63,1,1566,72253,12,250,2067,12
F,46,1,2821,158753,12,902,21665,24
F,55,1,274,11538,24,76,1183,12
M,39,1,1929,91050,24,906,10648,12
M,87,1,1617,98749,24,258,3104,12
F,63,0,142,1855,12,26,545,24
M,82,1,2812,6690,24,449,14172,24
F,71,1,1449,115795,12,217,2086,12
M,30,0,187,14899,12,100,91,1
F,48,1,1640,69647,24,491,6494,12
M,18,1,706,5215,24,91,1586,12
F,24,1,2021,233219,12,990,11640,12
M,90,1,1567,106831,12,219,5641,24
F,52,1,1834,174743,12,605,6602,12
M,65,1,511,71921,12,91,1471,24
F,66,1,1743,113849,12,261,3137,12
F,85,1,667,33533,24,73,1920,24
F,52,0,142,6590,12,56,272,6
F,90,0,95,7028,12,19,39,3
F,75,1,1052,86524,12,168,4797,24
M,80,1,1376,182745,12,316,2146,12
F,75,0,273,20668,24,35,51,1
F,44,1,2406,189974,12,818,21942,24
F,100,1,1888,188447,24,264,2492,12
M,36,0,154,10784,1,81,887,12
F,61,1,2967,97241,12,534,7120,24
F,35,0,49,748,12,25,23,1
F,18,0,76,918,24,13,138,12
F,21,0,143,1760,1,72,909,12
F,56,1,1582,188468,12,585,7213,12
F,14,0,129,1641,1,21,18,1
F,69,1,1658,243200,24,265,3183,12
F,57,1,2882,257719,24,1037,29742,24
M,46,1,1591,131091,12,461,13746,24
F,57,0,248,1971,3,79,550,6
M,54,1,2055,150576,24,760,6658,12
M,52,0,92,1245,6,28,27,1
M,28,0,148,449,1,76,461,6
M,48,1,2750,162760,24,1044,13529,12
M,78,1,962,10534,24,105,4386,24
F,76,1,193,22969,12,38,301,12
M,41,1,2485,98039,12,770,18488,24
F,20,1,1541,196787,12,785,18491,24
M,13,1,2651,74612,24,359,6456,24
M,10,0,39,56,24,7,120,24
F,76,0,359,22491,24,46,129,3
F,44,1,2359,216895,24,896,19815,24
F,20,1,2942,284059,24,1618,19064,12
F,46,1,414,2332,12,149,1639,12
M,34,0,162,3272,24,76,267,3
F,47,1,2187,46201,12,831,9710,12
F,55,1,1109,143145,12,377,4258,12
F,32,0,42,2987,1,20,514,24
M,79,1,726,68784,24,72,1219,12
M,33,1,304,13477,24,158,3575,24
F,33,1,2572,346887,24,1260,15123,12
M,65,0,149,12032,24,22,268,12
M,78,1,1037,147225,12,155,2239,12
M,31,0,156,4709,1,82,219,3
M,14,0,188,3447,3,22,26,1
M,56,1,2568,147355,24,1027,19722,24
M,50,1,2201,324428,24,792,17431,24
F,38,0,131,2127,1,60,62,1
M,89,1,1353,30469,24,297,4221,24
F,48,1,1873,205915,24,561,17980,24
F,87,1,1616,61214,24,258,6593,24
M,28,0,52,196,3,25,324,12
M,71,1,2264,90648,24,452,8693,24
M,93,1,2081,269088,12,312,7491,24
M,100,1,2036,71370,24,264,5863,24
M,95,1,293,32506,24,29,632,12
M,73,1,2072,21856,24,290,4475,12
M,50,1,2082,248455,12,645,8244,12
F,50,0,310,3059,24,96,669,6
F,76,1,2997,45965,12,569,6833,12
M,69,0,488,46515,6,82,322,6
F,51,0,413,11426,1,148,2973,24
M,81,1,2089,160160,24,313,3509,12
M,88,1,592,69091,24,118,1349,12
M,100,1,413,42643,24,70,693,12
M,59,1,1729,51044,12,570,6431,12
F,21,1,1166,148458,24,571,6995,12
M,84,1,1896,65485,24,303,6825,24
M,50,0,289,12204,6,109,554,6
F,32,0,174,6781,6,86,90,1
M,29,0,87,1147,12,46,42,1
M,10,0,189,3957,3,20,113,6
F,80,1,274,33912,24,32,1249,24
F,68,1,1154,6941,24,207,1938,12
M,85,1,2761,343019,12,414,13915,24
M,35,0,87,6176,3,38,532,12
F,52,0,391,18082,12,117,3659,24
M,77,1,947,101415,12,94,1136,12
F,94,1,2746,33339,12,356,9885,24
M,37,1,1553,170127,24,714,8386,12
M,85,1,1810,232733,24,289,6515,24
F,16,0,190,432,12,34,147,6
M,56,0,189,13689,6,73,187,3
M,54,1,1915,89566,24,708,7813,12
M,40,0,329,10769,12,125,651,6
F,21,1,1300,86684,24,636,7487,12
F,15,0,169,2975,1,19,331,12
M,84,1,2471,281197,12,444,2965,12
F,80,1,985,39220,24,108,1772,12
F,31,0,99,8206,6,47,47,1
M,40,0,246,4450,24,78,2184,24
F,19,0,189,219,12,37,456,24
M,98,1,861,40468,12,146,3099,24
M,19,1,249,23731,12,33,968,24
F,25,1,2757,264564,24,1350,14556,12
F,32,0,38,3181,1,19,232,12
F,12,0,171,1286,12,19,116,6
F,46,1,2394,131755,12,885,11203,12
M,24,0,131,2113,6,62,353,6
F,15,0,31,300,12,5,5,1
M,96,1,1731,24553,24,242,7062,24
M,61,1,1553,24009,24,264,2049,12
F,27,1,820,17632,12,418,4919,12
F,93,1,784,112247,12,125,1317,12
M,28,0,179,662,6,87,98,1
F,44,0,432,20353,6,168,933,6
M,31,1,1487,33788,12,758,8743,12
M,13,0,184,3117,24,21,562,24
F,55,1,1210,47862,12,362,5227,12
F,37,0,199,17420,1,99,2244,24
M,53,0,263,3162,24,86,2146,24
F,57,0,320,30012,3,105,2611,24
F,62,1,914,28233,12,173,3290,24
M,74,1,1620,79940,24,178,2527,12
F,13,0,197,4289,1,38,127,6
F,48,0,323,1847,3,142,717,6
F,39,0,122,6281,1,63,1522,24
F,20,0,108,1723,24,56,317,6
F,42,1,761,44894,24,281,6940,24
F,51,0,204,6748,3,69,832,12
M,66,1,1601,138524,24,288,5763,24
F,47,0,353,10598,12,123,116,1
F,48,1,935,71977,12,308,4151,12
M,58,1,2627,167683,24,919,25219,24
F,25,0,128,1784,1,69,1658,24
M,85,1,2357,25014,12,400,8485,24
M,94,1,2182,233941,12,261,7855,24
M,92,1,440,11664,12,87,1583,24
F,77,1,1478,206055,24,177,4966,24
F,24,1,1394,67933,12,683,7862,12
M,90,1,1403,128501,24,196,6060,24
F,100,1,350,7535,24,59,755,12
M,95,1,1358,116098,12,217,2607,12
M,39,0,174,10200,3,86,2046,24
M,10,0,62,82,12,10,108,12
F,60,0,355,25871,1,56,170,3
M,14,0,191,1525,12,25,31,1
M,78,1,2438,139342,12,316,4388,12
M,87,1,2711,264634,24,542,4229,12
M,37,0,59,1829,6,29,339,12
M,30,1,1233,167706,12,628,7693,12
M,57,0,436,16566,3,139,483,3
F,82,1,462,32018,12,83,1884,24
M,86,0,489,12413,3,53,1290,24
M,90,1,2059,153579,12,329,7906,24
M,71,1,2363,137671,12,354,4253,12
M,47,0,29,1644,12,8,215,24
M,64,1,1465,192589,24,190,2988,12
M,72,1,261,22808,24,39,501,12
M,18,0,123,2606,24,13,300,24
F,13,0,142,2938,12,14,164,6
F,12,0,191,1480,3,24,58,3
M,79,1,2391,317028,12,430,4303,12
F,97,1,2131,150653,24,298,3324,12
M,26,0,99,1975,24,46,558,12
M,28,1,353,5147,24,172,3812,24
M,72,1,975,79318,24,155,4211,24
F,61,0,164,7572,24,24,472,24
M,84,1,667,35267,24,73,1600,12
M,60,0,376,2900,24,37,48,1
F,86,1,2547,67614,24,407,9169,24
M,20,0,30,683,6,15,183,12
F,61,1,2129,109155,12,340,3576,12
M,22,1,2322,132028,12,1230,13931,12
F,74,1,1296,189503,24,129,4665,24
F,34,1,1927,245701,24,886,19424,24
F,32,0,149,1141,1,74,236,3
M,57,1,550,68407,12,214,2309,12
M,22,1,1777,252053,24,906,10235,12
M,69,1,2506,97218,12,350,3307,12
F,36,0,20,1383,24,8,33,3
M,42,1,2980,166376,24,1162,31468,24
M,51,1,2032,57184,12,751,7802,12
F,85,1,2930,278703,24,468,8438,24
M,63,1,1472,171861,12,176,5299,24
M,22,0,188,1136,3,99,552,6
F,95,1,2945,13505,24,500,7774,24
F,39,1,628,68377,12,313,7234,24
M,64,0,170,15414,12,18,152,6
M,18,0,144,2470,12,19,87,6
F,11,1,2785,78283,12,382,4944,12
M,34,0,187,6480,24,91,1099,12
F,86,1,1433,4202,12,272,3611,12
M,78,0,412,17433,12,82,370,6
F,17,0,189,2893,6,37,25,1
M,54,1,2620,298318,12,995,10689,12
M,81,1,2216,331816,12,265,9573,24
F,87,1,1326,149597,24,212,5091,24
F,17,1,1707,254851,12,320,2052,12
F,47,0,27,1328,12,10,246,24
M,99,1,2404,68633,12,288,3750,12
F,91,1,851,25040,12,110,1531,12
F,49,0,392,5618,12,160,823,6
M,95,1,1743,252540,12,226,2300,12
M,84,1,1920,286371,24,249,4377,12
F,96,1,697,23830,24,69,2174,24
M,57,0,486,916,12,160,1982,12
M,72,1,657,46217,12,85,867,12
F,28,0,144,1511,6,73,228,3
M,24,0,32,368,6,17,51,3
M,94,0,499,8554,24,89,89,1
F,37,0,158,4115,1,75,464,6
M,58,0,315,8515,12,103,1511,12
M,15,0,131,2501,12,25,15,1
M,83,1,1062,25278,24,169,1401,12
F,64,0,412,36946,1,61,346,6
M,48,1,1219,4326,24,426,5266,12
M,22,0,168,1068,24,90,87,1
F,65,0,359,907,12,43,1292,24
F,42,1,2190,228231,24,788,19447,24
F,51,0,292,6489,3,110,525,6
M,92,1,743,46093,24,81,980,12
F,71,0,315,25237,6,56,566,12
F,53,1,2830,420695,12,820,11546,12
F,39,1,1813,125789,12,924,21320,24
F,57,1,1914,71686,24,631,16536,24
F,33,0,97,5097,24,48,267,6
F,60,1,2303,247006,24,368,7738,24
M,18,0,128,2738,6,19,344,24
F,48,1,1758,187588,12,615,7172,12
F,96,1,1716,171411,24,188,3500,12
M,29,0,122,2365,6,60,746,12
M,76,1,2059,113190,12,329,2470,12
F,64,0,350,2205,1,42,462,12
F,80,1,336,22180,24,43,564,12
M,28,1,680,17824,24,285,3916,12
M,32,1,2134,152543,12,1173,13572,12
F,75,0,272,26951,12,27,1436,24
F,16,0,143,1658,6,17,70,3
M,73,1,1119,93671,12,190,4296,24
F,28,1,1470,14511,24,690,18345,24
F,67,1,506,50945,24,75,728,12
M,97,1,1637,201578,12,441,3339,12
M,43,1,884,97158,24,291,6576,24
M,21,0,105,1109,1,48,1310,24
M,56,1,2824,227683,24,988,12538,12
M,27,0,101,821,3,53,151,3
M,18,1,2115,265277,12,215,9096,24
M,50,1,1118,156722,12,424,9122,24
M,11,0,78,431,1,12,62,6
M,13,0,135,1284,24,15,549,24
F,77,1,902,76382,24,108,1731,12
M,27,0,183,623,3,86,2108,24
F,57,1,1128,123008,24,406,5143,12
F,46,1,1066,115880,24,415,8442,24
M,35,1,1762,241170,24,933,20721,24
F,17,0,75,836,3,11,25,3
M,69,1,580,7305,12,81,2923,24
M,40,0,367,4236,24,121,3082,24
F,19,1,2603,151385,12,517,4076,12
F,53,1,2190,92671,24,722,8146,12
M,92,1,338,14244,24,37,689,12
F,20,0,131,1132,24,70,628,12
F,76,1,1098,62483,24,131,1844,12
M,48,1,905,26331,12,289,7384,24
F,72,1,2844,360885,24,455,11603,24
M,100,1,2647,278560,12,317,4446,12
M,29,1,2260,5849,24,1107,14102,12
M,98,1,900,78416,12,179,1404,12
F,94,1,2626,186706,24,525,7562,24
M,24,1,1163,7583,24,593,7536,12
M,80,1,499,69894,24,74,1077,12
F,41,0,61,3075,6,20,512,24
F,68,1,2081,117775,12,291,4245,12
F,91,1,2656,362996,12,345,7011,24
F,15,0,90,1904,3,11,248,24
F,64,1,408,44344,24,57,783,12
M,96,1,450,2608,24,62,702,12
F,89,1,2497,201685,24,424,3296,12
F,92,1,2500,336657,12,374,4499,12
F,45,0,425,5908,12,131,471,3
M,97,1,323,2691,24,61,1085,24
F,29,1,966,91469,12,434,5564,12
F,43,1,1557,108965,12,607,6165,12
F,73,0,170,8178,3,28,693,24
F,96,1,1595,51442,24,207,6507,24
M,13,0,191,1231,6,38,246,12
F,100,1,2591,235484,24,492,11193,24
M,38,1,1790,78152,24,966,11169,12
M,60,1,2192,30630,24,219,4471,12
M,35,0,112,2693,12,53,591,12
M,34,0,81,6419,24,39,456,12
F,73,1,244,26332,24,43,995,24
M,37,0,179,875,12,91,515,6
M,97,0,63,3266,3,10,10,1
F,60,1,1078,124435,12,118,2069,12
M,27,0,170,3848,24,91,1917,24
M,91,0,260,5474,6,44,249,6
M,68,1,1464,212358,24,190,7027,24
F,37,0,140,4324,12,71,218,3
M,68,0,116,6556,24,18,640,24
M,39,1,1529,122525,24,825,17247,24
F,10,0,66,547,6,11,134,12
M,74,1,2666,110248,12,426,6078,12
F,48,1,916,42834,12,366,3737,12
F,41,1,2265,126279,12,770,9241,12
M,42,0,169,6389,12,72,872,12
M,70,1,534,73350,24,74,833,12
F,96,1,1641,206338,12,164,2363,12
F,16,0,144,2648,1,27,164,6
M,57,1,2908,387310,24,1192,12213,12
M,79,1,825,6892,24,99,2771,24
F,41,1,1228,49254,24,380,5010,12
M,35,0,156,5259,12,76,84,1
F,44,0,416,7000,1,149,1547,12
F,67,0,31,2747,6,3,3,1
F,25,1,742,78232,12,370,7657,24
M,82,1,2004,260516,12,240,3847,12
M,91,1,2952,440645,12,501,7793,12
M,43,0,314,28263,3,97,103,1
F,85,1,291,3795,24,46,488,12
F,54,0,92,1566,6,35,32,1
F,46,1,1920,86519,12,710,17049,24
F,88,1,1390,7988,12,208,2501,12
F,76,0,270,26162,6,43,453,12
M,73,1,2045,16655,12,368,7361,24
M,43,1,1963,231838,24,667,9186,12
M,71,1,1061,72738,24,148,3564,24
F,19,1,2539,182099,24,442,10363,24
M,55,1,1147,156324,24,447,5367,12
F,63,1,2946,128084,12,441,12019,24
M,15,0,156,2269,12,29,22,1
F,70,1,692,96914,24,103,1494,12
F,32,1,232,618,12,122,2951,24
M,87,1,2450,145732,24,367,7644,24
M,60,1,2436,44720,12,389,8769,24
M,10,0,166,1241,12,19,80,3
M,87,1,1519,30959,12,243,6562,24
M,98,1,286,19225,24,28,960,24
F,98,1,1020,110569,24,173,2203,12
F,66,0,389,12586,3,62,50,1
F,88,1,2618,11633,24,445,7539,24
M,49,1,2911,39413,12,1047,25151,24
M,74,1,2601,191110,12,416,4057,12
M,25,1,2762,156524,24,1380,15246,12
F,36,1,2144,317050,12,1029,12606,12
M,20,0,137,979,24,69,1413,24
F,33,0,24,1866,6,11,11,1
M,80,1,2753,188152,24,412,3964,12
M,72,1,670,84595,12,140,2090,24
F,93,1,1985,58136,12,456,7622,24
M,40,0,340,27766,12,95,101,1
M,68,0,287,5027,3,60,154,3
M,14,0,117,1805,3,21,537,24
M,61,1,190,18149,12,34,319,12
F,86,1,1744,106278,12,348,2929,12
M,57,1,912,97846,24,300,8098,24
F,22,0,87,1348,12,40,1085,24
F,95,1,489,28305,12,92,762,12
M,93,1,1968,124344,24,275,8029,24
F,59,1,2541,299966,12,914,10977,12
M,76,1,503,12714,12,70,965,12
M,43,1,1355,88879,12,447,6016,12
F,26,0,27,141,3,13,171,12
F,39,1,1864,52121,12,838,10736,12
M,46,0,406,9332,12,142,852,6
M,55,1,2309,179737,24,831,9420,12
F,58,0,102,7100,12,33,734,24
M,10,0,128,1030,1,22,75,3
F,17,1,1090,109971,24,129,3187,24
M,33,1,797,52331,12,398,5355,12
F,42,1,1925,61870,12,692,7391,12
F,42,0,316,6848,1,129,104,1
M,69,1,1631,139167,24,179,5871,24
M,18,1,341,3352,24,65,866,24
M,84,1,1306,95833,12,222,2350,12
M,55,0,80,6615,3,26,28,1
M,70,1,696,52135,24,125,3173,24
F,99,1,953,69997,24,152,1257,12
F,97,1,2163,288218,24,454,5191,12
M,60,1,2602,388574,24,312,8742,24
F,57,1,1542,160574,12,570,13692,24
F,24,0,40,676,24,19,451,24
M,31,0,155,11222,6,77,79,1
M,28,1,569,52946,12,256,7237,24
M,84,1,290,6495,12,60,417,12
M,24,0,157,2954,1,75,75,1
M,65,1,2873,249699,12,430,5516,12
F,43,0,82,1238,1,27,86,3
F,100,1,650,22357,24,97,1872,24
M,36,1,1366,199031,24,628,15408,24
F,100,1,1193,111851,12,274,2147,12
M,94,1,2016,160900,24,241,8225,24
M,36,0,48,413,24,22,67,3
F,12,1,2903,14139,12,365,4045,12
F,73,0,321,4256,24,64,250,6
F,27,0,153,2374,1,78,1615,24
F,59,1,810,39239,12,299,7192,24
M,67,0,306,22564,24,33,954,24
M,61,0,188,10228,24,30,857,24
F,64,1,1503,158504,12,285,2164,12
F,30,1,1689,65936,12,793,20267,24
F,11,0,158,3182,1,25,245,12
M,64,1,1881,50492,12,225,6320,24
F,85,1,486,38960,24,82,583,12
M,59,1,887,49458,24,292,7237,24
F,15,0,172,423,6,23,334,12
M,93,1,2878,225785,12,460,3453,12
F,94,1,951,77230,12,171,2510,12
F,69,1,1874,141174,24,299,7196,24
F,36,1,2662,211043,12,1330,35777,24
M,77,1,1436,195146,12,244,5858,24
F,35,1,1539,135981,24,769,9233,12
M,84,1,2081,275796,12,395,5993,24
F,32,0,174,6383,1,90,86,1
M,88,1,2167,244504,24,303,5720,24
F,96,1,1769,166687,12,265,8915,24
M,44,1,1263,68596,12,391,11215,24
M,26,0,57,871,1,25,87,3
M,49,0,332,27889,6,116,2231,24
F,77,1,1097,131102,12,230,1842,12
M,10,0,95,1086,6,11,12,1
M,60,1,2505,341889,24,400,9619,24
M,29,0,83,1631,12,37,112,3
F,24,1,3000,231228,12,1499,18719,12
F,23,0,129,2497,3,63,727,12
F,59,1,272,27593,24,81,1272,12
F,11,0,27,534,12,4,9,3
F,81,1,637,17278,12,89,1528,24
F,35,0,115,7964,12,55,1490,24
M,82,0,230,18063,3,34,413,12
M,65,1,446,37334,12,71,1819,24
M,77,1,2166,291872,24,368,2599,12
M,96,1,2180,111398,24,370,4185,12
F,86,1,2843,223434,12,454,4776,12
F,80,0,69,3335,3,11,298,24
F,19,0,165,2580,12,22,56,3
F,37,1,1611,180531,24,789,17785,24
F,81,1,2768,376785,12,608,15279,24
M,29,1,1493,79476,12,791,8957,12
F,41,0,476,44372,1,128,556,3
F,97,1,2965,132571,24,504,12808,24
M,24,0,195,1106,12,101,105,1
F,90,1,1748,220025,24,279,2726,12
F,88,1,204,23471,12,24,489,12
F,41,1,2674,291465,12,1016,12193,12
M,41,0,449,7819,3,139,915,6
F,90,1,1502,61696,12,240,6128,24
M,88,0,361,17033,12,61,281,6
F,15,1,1140,61555,12,159,1750,12
F,81,1,2796,105461,12,419,7381,24
M,33,1,2519,131024,24,1259,29623,24
M,35,0,186,7164,3,83,2231,24
M,83,1,2551,63432,12,280,9795,24
F,91,1,650,78411,12,97,1247,12
M,57,1,1578,149581,12,631,5870,12
F,98,0,439,739,3,61,1791,24
F,61,1,717,59169,12,114,3613,24
F,30,1,1386,80020,12,679,15301,24
M,76,1,2809,396717,24,477,5393,12
M,72,1,1881,173175,12,395,3611,12
F,52,1,2256,140901,12,744,17326,24
F,44,1,1002,48563,24,360,9378,24
F,46,1,1013,67819,24,374,7536,24
M,34,0,31,1062,12,16,91,6
F,37,1,1063,134918,12,605,11225,24
M,13,0,83,1571,1,15,14,1
F,32,1,1140,107969,24,626,13953,24
F,71,1,1879,234679,12,300,3382,12
M,46,0,337,29022,3,131,748,6
M,13,0,157,739,6,27,124,6
F,35,1,1126,34850,12,562,12160,24
F,28,0,54,668,3,26,686,24
M,14,0,192,2683,24,23,705,24
F,89,1,1385,27465,24,221,3656,24
F,45,1,421,9210,24,138,1768,12
M,74,1,464,59375,12,83,1057,12
M,62,0,349,30411,1,66,198,3
F,95,1,1357,202953,24,203,2442,12
M,31,0,142,9452,1,73,1703,24
M,83,1,317,1265,24,50,608,12
F,56,1,2474,160959,24,841,18406,24
F,74,1,2995,389384,12,479,7906,24
F,83,1,1414,104438,12,212,1866,12
M,39,0,44,3322,6,24,21,1
F,55,1,1777,98583,12,675,14926,24
F,62,1,606,22374,24,72,2036,24
M,71,0,168,667,1,23,191,6
F,56,1,1606,170717,12,594,11948,24
F,57,0,111,5841,12,33,506,12
M,13,0,77,1815,1,11,33,3
F,50,1,285,28288,24,102,1333,12
F,29,1,1532,154467,24,704,20222,24
M,50,0,350,23769,6,118,2771,24
F,70,1,1089,43480,12,206,1698,12
M,74,1,766,98145,24,130,1194,12
F,63,0,374,610,12,59,291,6
M,15,0,149,2333,1,17,280,12
F,62,1,327,12121,12,52,549,12
M,86,1,1851,78029,24,333,2443,12
F,58,1,407,11993,12,146,1709,12
M,60,1,1421,180860,24,213,2046,12
M,93,1,1852,204080,12,314,3333,12
M,66,1,1439,33850,12,244,2072,12
F,97,1,1827,139808,12,255,6138,24
M,90,1,742,57950,12,126,2849,24
F,89,1,2131,279897,24,255,3324,12
M,35,0,190,13856,24,108,1094,12
M,45,1,638,87471,24,216,5052,24
M,98,1,2294,175564,24,504,8808,24
M,64,0,266,15306,12,45,414,12
F,85,1,231,8167,24,32,471,12
M,22,0,88,383,24,46,131,3
F,74,1,445,47182,24,66,800,12
F,97,1,2419,217902,12,507,3773,12
F,30,1,439,37293,24,206,5267,24
F,45,0,389,30115,1,155,1540,12
F,78,0,223,7773,12,28,133,6
F,35,0,84,4788,6,41,133,3
F,59,1,1986,296384,24,794,15729,24
M,100,1,764,34673,12,145,1650,12
F,41,0,210,11655,1,73,214,3
M,78,0,184,15210,3,33,165,6
F,73,1,2262,207128,12,407,3800,12
M,65,1,2686,228075,12,295,5479,12
F,95,1,2620,21867,24,340,9431,24
M,21,0,74,255,1,39,102,3
M,19,1,2100,178787,24,276,5276,24
F,54,1,733,18701,24,249,5981,24
M,41,0,380,11808,1,148,2827,24
F,66,1,1682,136275,12,269,4036,12
F,75,1,317,47177,24,47,912,24
F,17,0,192,1477,12,30,354,12
F,48,1,2722,225021,12,952,10125,12
F,31,1,1753,147260,24,929,21877,24
F,77,0,99,7694,1,14,83,6
F,56,0,326,19392,1,127,94,1
M,33,0,112,9829,12,51,58,1
F,64,1,2095,201526,24,377,7541,24
M,71,1,1182,111239,24,189,1702,12
F,52,0,381,4328,1,148,411,3
M,51,1,2903,138916,24,1190,25081,24
F,30,0,150,8481,24,64,215,3
F,86,1,909,56577,24,127,2181,12
F,94,1,756,17269,12,98,1270,12
F,21,0,159,1253,1,71,233,3
F,54,1,1050,99035,12,346,4535,12
M,95,1,1756,155683,24,298,5478,24
F,72,1,918,97041,12,146,1872,12
M,99,0,320,13989,24,57,537,12
F,19,0,52,427,1,6,26,3
F,28,0,59,979,12,34,28,1
M,61,0,481,47008,12,48,67,1
M,19,0,122,1634,12,14,138,6
M,12,0,173,1762,3,33,661,24
M,91,1,1802,201724,24,234,6487,24
F,84,1,231,27825,12,41,554,12
F,21,0,100,1176,6,50,299,6
M,75,1,460,60791,24,91,883,12
M,40,1,1983,35055,12,713,17609,24
M,100,1,253,30409,12,30,850,24
M,13,1,1982,77057,12,342,2465,12
M,97,1,305,32883,12,45,1244,24
F,63,0,288,27307,6,40,57,1
F,47,1,2065,84474,12,764,7929,12
F,73,1,1998,110891,12,259,3836,12
F,27,1,1237,122106,12,667,14547,24
F,48,1,2590,331508,12,906,19891,24
F,34,1,323,3990,12,158,4108,24
M,97,1,1565,23338,24,234,3004,12
F,97,1,201,16461,12,34,868,24
M,56,0,109,3120,1,38,104,3
M,73,1,2305,244828,24,299,3595,12
F,49,1,2911,298012,12,1077,23753,24
F,15,0,61,425,6,9,151,24
M,44,1,1709,215239,24,666,6972,12
M,89,1,2274,113787,24,386,6003,24
M,57,1,2432,308048,12,997,11381,12
M,36,1,1166,68025,12,629,13991,24
F,73,1,493,69672,24,93,769,12
M,40,1,1267,47963,24,494,11555,24
M,56,1,530,4812,24,180,4706,24
F,71,1,1596,118903,12,239,6128,24
M,27,1,2635,186838,12,1422,36679,24
F,16,0,141,1950,24,14,167,6
M,52,1,799,96414,12,247,7286,24
F,86,1,2373,221756,12,284,10820,24
M,33,0,146,6594,24,67,75,1
F,13,0,189,2930,3,20,26,1
F,76,1,1076,35013,12,150,4131,24
F,52,1,2680,288096,12,964,25727,24
M,68,1,2646,214930,12,317,10795,24
F,63,0,114,5149,6,19,14,1
F,92,1,240,10576,24,43,748,24
F,45,0,96,8084,24,33,115,3
F,13,0,157,1670,12,30,359,12
F,32,1,2171,37051,12,1063,27094,24
F,68,1,1101,73125,24,154,1717,12
M,62,1,2887,257213,24,433,4503,12
M,78,0,88,725,1,16,47,3
F,27,1,2425,35434,12,1115,15131,12
F,17,0,88,398,6,10,103,6
F,30,0,194,16768,6,104,2188,24
M,22,0,193,1673,1,100,318,3
F,89,1,997,1890,24,119,1794,12
M,41,0,464,38915,6,134,1893,12
F,99,1,1304,57408,12,208,2660,12
F,88,1,2259,93345,24,293,5963,12
F,25,0,194,3654,12,91,100,1
F,19,1,1326,59282,24,214,3727,24
M,100,1,2017,236327,12,221,10649,24
M,82,1,1631,45627,12,212,6263,24
M,41,0,244,5917,24,80,270,3
F,97,1,2026,86974,24,384,3160,12
F,12,0,187,2446,12,36,185,6
M,64,1,801,38910,24,160,1922,12
F,90,1,2707,103067,24,487,5847,12
F,56,0,488,8332,3,151,512,3
F,54,1,216,14073,12,75,1710,24
F,82,1,2321,6895,12,232,7798,24
M,46,1,2408,43184,12,987,10113,12
F,34,0,86,726,1,42,283,6
F,93,1,1916,146050,24,268,5977,24
M,73,1,2711,134896,24,325,9108,24
M,42,1,1126,49617,24,360,8647,24
M,27,0,49,361,6,23,276,12
F,90,1,1506,12232,24,225,4337,24
M,87,1,927,128885,12,148,1446,12
F,95,1,2705,349010,12,459,10387,24
M,66,1,654,32436,24,111,1020,12
F,24,1,1172,122036,24,609,13782,24
M,94,1,407,13533,24,61,1562,24
F,13,0,163,2442,12,17,141,6
M,100,1,1579,93533,12,157,3979,12
M,61,1,2558,279173,24,383,5525,12
M,48,0,346,22463,3,128,352,3
F,33,0,48,868,24,24,24,1
F,62,1,2463,356846,24,320,7093,12
F,26,1,1398,63062,12,671,8052,12
