gender,age,job,monthly_income,assets,deposit_months,deposit_amount,saving_amount,saving_months
M,27,0,180,2303,18,378,31,1
F,26,0,32,22447,12,108,10,12
M,48,1,2779,755001,18,22158,937,24
F,19,0,425,202232,12,1968,165,18
F,41,1,310,252932,18,2772,112,18
F,36,1,2521,1810788,24,22680,1057,24
M,34,1,468,345589,12,2556,218,18
F,60,1,2711,2458326,12,11400,1060,24
M,27,0,357,86120,1,175,139,6
F,45,1,2770,2338895,12,11256,1217,18
F,55,0,565,171256,3,612,216,18
F,45,0,606,585917,1,275,217,18
F,18,0,623,188660,6,1302,199,1
F,20,0,178,132884,1,81,59,18
M,32,1,314,115970,18,2610,129,18
F,27,0,178,151233,24,1944,69,6
F,38,1,1747,38639,30,9480,249,30
M,54,0,161,154009,6,456,59,18
M,32,0,61,36130,3,87,24,3
F,40,1,2009,1440915,18,14904,827,12
M,31,1,642,466147,12,3240,299,30
F,32,1,2630,437411,18,14256,873,24
F,27,0,524,423611,24,5544,190,24
F,26,0,279,254671,24,3288,118,1
M,61,1,2135,658617,30,26850,1009,30
F,56,1,1614,923795,12,7380,521,30
M,22,1,2669,59333,12,5364,512,24
F,42,1,992,662949,12,4620,479,12
F,59,0,375,290101,6,1080,176,12
M,43,1,1453,1240916,18,12906,630,18
F,25,0,288,217916,12,1320,141,6
F,39,0,669,341169,18,4986,323,12
M,42,1,932,416863,24,10632,382,18
M,29,0,444,4469,3,135,79,6
F,26,0,309,83146,18,2610,117,12
F,27,0,550,433692,3,690,175,6
M,27,0,601,223505,12,2676,268,12
F,26,1,2875,1936868,30,35070,1157,12
F,43,0,311,99941,12,1596,117,1
M,52,1,242,51771,12,1272,80,18
M,44,0,410,313144,12,2196,160,24
F,48,0,226,124157,1,75,99,24
M,36,0,543,497634,6,1434,233,18
M,60,1,412,90581,30,6000,125,12
M,55,1,924,819697,18,7632,455,30
F,23,0,528,143368,3,501,171,1
F,32,0,129,88847,24,1512,61,24
M,46,1,294,55742,18,2394,131,12
M,64,1,1107,655027,30,10200,361,30
F,62,1,477,221850,30,6540,209,30
F,22,0,505,443616,3,453,215,24
F,31,0,225,114374,18,1710,106,3
F,19,0,241,70893,18,2106,111,6
M,40,0,280,17686,24,2472,98,18
M,61,1,2869,2578117,30,41910,1312,30
F,63,1,903,699573,18,6192,449,30
F,36,1,2325,1065620,24,24288,899,24
M,41,1,439,29940,24,3672,166,12
F,37,0,66,10057,3,87,31,18
F,64,1,2027,398448,24,15264,1004,12
M,44,1,509,492911,24,6000,158,12
M,41,0,131,39770,12,768,40,1
F,34,1,2872,2041985,18,25074,1301,18
F,42,0,127,74359,1,39,63,3
F,63,1,2615,65056,18,8712,491,24
M,48,0,464,199964,1,206,207,24
F,45,1,2401,248568,18,17496,866,12
M,45,0,473,317100,18,2556,148,6
F,39,0,527,331942,6,1434,238,6
F,22,0,106,100418,24,792,33,6
M,61,1,1928,1301945,18,12438,667,24
M,59,1,702,638718,30,6420,247,12
F,25,0,497,42861,12,2388,195,1
M,55,1,2952,2134278,30,33900,1031,18
F,45,0,602,558064,12,2280,262,18
M,64,1,1516,465909,12,8880,747,18
M,29,0,544,472110,3,720,198,12
F,42,0,698,546694,1,288,345,6
M,55,0,256,129631,1,93,100,1
F,61,1,726,339922,18,5868,299,12
M,32,0,414,85889,24,4512,155,3
M,61,1,2370,2049794,24,25272,948,24
F,58,0,682,219527,12,3288,323,12
F,51,1,2936,1273300,24,27648,1328,24
M,62,1,1391,166691,24,11328,483,18
F,30,0,373,296991,3,531,119,24
F,25,0,544,41237,1,180,178,18
F,30,0,328,178999,24,3096,121,6
F,53,1,726,67639,30,9750,327,30
M,23,0,626,358828,24,6696,192,18
F,55,1,684,577008,12,2940,320,30
M,49,1,590,48998,24,4896,278,12
F,38,1,416,398939,24,3336,170,12
F,61,1,2728,1839003,18,18792,1116,30
F,61,1,2151,1932317,30,24360,1041,24
F,24,0,617,599511,12,2220,194,12
M,43,1,2242,1514129,12,12792,1042,24
F,32,1,2823,1370051,18,24408,1247,24
F,59,0,97,91992,24,864,30,3
M,40,1,1168,472242,18,8766,354,12
F,55,1,287,182237,18,1962,101,30
F,58,1,2288,831719,18,14706,1004,12
F,32,1,2399,1827847,24,25344,1097,30
F,57,1,1245,812177,12,6948,490,18
M,33,0,343,259287,24,2592,103,1
M,49,0,682,227287,6,1860,229,6
M,54,0,475,466053,24,5400,173,6
M,35,0,601,248104,18,3942,225,3
F,37,1,721,32189,24,8568,224,30
F,63,1,2235,1646858,24,16560,931,24
M,19,0,253,67069,24,2424,114,3
F,40,1,2031,1029144,24,21576,925,30
F,47,1,672,438337,30,8070,315,24
M,20,0,54,8124,1,17,19,12
M,63,1,1851,1653104,12,9096,708,12
M,56,1,404,397646,24,4824,155,12
F,64,1,1738,1618531,24,14904,634,12
F,18,0,621,219170,1,286,261,6
F,58,1,2680,1242384,12,10764,994,24
F,39,1,2955,507080,30,27480,980,24
F,46,1,1654,21674,30,7320,306,18
F,31,1,569,449452,12,2148,275,12
M,45,0,37,6999,24,288,16,3
M,38,1,1986,1420402,24,19416,755,24
M,62,1,2110,1368346,24,20616,788,24
M,49,1,664,630629,12,2916,281,24
F,23,1,1254,247072,18,7290,583,24
M,18,0,220,169348,6,468,104,24
M,38,1,1001,951688,12,4104,310,30
M,21,0,326,71696,6,870,161,24
M,20,0,262,195665,1,111,103,6
F,47,1,1257,284623,12,5976,552,12
M,48,1,2763,2747267,12,12876,839,18
F,51,1,1162,487261,24,10968,514,12
M,36,1,1103,851023,12,5244,379,18
F,37,0,150,130296,24,1728,67,1
M,40,1,2108,2031223,24,24264,1003,12
F,57,1,1162,581689,30,13620,446,12
F,42,1,1917,1508489,30,26340,647,30
F,32,0,142,100253,6,354,64,1
M,55,1,1527,288930,12,9024,692,24
M,40,1,1738,1665523,24,13728,738,24
M,19,0,119,17348,24,1320,58,3
F,32,0,125,98654,18,936,54,1
F,61,1,542,10183,12,1152,56,30
F,52,1,396,287410,24,3336,186,12
M,27,0,151,30474,24,1680,70,12
M,31,0,268,58664,12,1572,122,24
F,44,1,936,433117,24,8232,297,18
M,31,0,613,258538,18,4248,233,6
F,52,1,1662,667918,30,15900,707,24
M,50,1,2154,671830,24,23352,763,12
F,18,0,484,477319,1,147,192,12
F,51,0,38,6716,18,216,14,12
F,36,1,2816,689557,30,26370,1332,24
M,41,0,632,631836,3,801,288,24
M,59,1,1053,487643,30,12690,496,24
F,21,0,541,476253,24,6432,230,6
M,53,1,2665,92068,24,27384,1059,24
M,30,0,35,15670,1,11,16,3
F,49,0,526,403506,1,256,174,24
M,26,0,626,46551,24,5184,282,24
M,56,1,2051,1618788,18,17136,843,24
M,33,0,184,57880,3,219,85,24
M,20,0,307,152153,3,303,126,3
F,37,1,2391,406488,18,14472,878,18
M,27,0,294,123426,18,2052,114,18
M,39,1,2915,934544,30,32280,960,30
M,20,0,609,28147,18,4626,196,12
F,28,1,2478,857955,30,22410,848,18
F,42,0,375,167531,1,123,119,1
F,59,1,1074,479863,24,9720,404,24
M,25,0,526,312623,12,2604,252,1
F,26,1,749,137105,30,8820,366,30
M,32,1,1697,1360369,18,13842,655,12
F,49,1,2795,9107,12,3852,321,12
F,20,0,682,422699,1,326,279,18
M,21,0,618,367136,6,1728,195,24
F,47,1,2298,2148846,30,33900,1119,12
F,30,1,1419,768632,30,14250,452,30
F,61,1,725,53718,18,4770,241,18
F,38,0,187,115886,1,92,75,12
F,58,1,2453,1705407,30,35850,1103,12
M,63,1,2798,286367,12,14004,1127,18
M,36,1,2549,1329957,12,14232,1215,12
F,56,1,1367,345182,30,18060,647,30
M,39,0,364,19688,1,168,153,3
M,37,0,150,145703,3,216,66,18
F,54,1,2687,906850,12,13908,1102,12
F,48,1,733,267449,30,8040,242,18
M,27,0,699,550033,6,1956,302,6
F,35,1,1173,81759,18,10170,520,24
M,60,1,1295,317019,12,7596,616,12
M,56,1,1621,1141925,30,17790,584,12
F,63,1,958,952802,24,8040,347,12
F,37,1,343,263620,30,4350,161,18
M,35,1,1438,1108587,30,19920,663,24
M,28,0,238,157804,3,336,77,24
F,39,1,1735,1178586,18,12042,866,12
F,61,1,1513,414771,24,15024,675,12
F,35,0,317,220802,6,594,152,24
F,51,1,472,381828,18,3384,171,18
F,40,0,297,222477,24,2712,129,12
F,18,0,252,178785,24,2880,101,18
M,27,0,431,170969,6,840,152,24
M,18,0,520,370519,1,258,159,18
F,55,0,592,367474,18,4050,194,6
M,56,1,275,29381,12,1404,124,24
M,26,0,698,438482,12,3240,251,18
M,48,1,1426,1112427,30,18030,594,18
M,24,0,141,31615,1,59,68,24
M,34,0,645,355576,3,870,225,3
M,52,1,2038,913105,30,29520,904,18
M,54,1,2013,1313356,30,19950,728,18
M,35,1,1534,238000,30,16950,467,12
F,50,1,1747,258630,30,24210,825,18
F,21,0,678,33587,18,3942,263,18
F,40,1,535,93930,30,5550,244,30
F,28,0,72,19107,6,132,35,12
M,26,0,40,7072,1,14,14,12
F,47,0,662,653446,18,4176,279,18
F,25,0,152,34663,3,186,67,12
M,57,1,207,100267,18,1836,67,12
F,22,0,662,463347,1,308,233,1
F,29,1,2742,2379420,24,21888,919,24
M,18,0,536,464975,12,2940,218,3
F,32,1,544,523689,24,6024,258,18
F,42,0,556,224722,3,717,254,18
M,35,0,455,383706,1,155,211,18
M,55,1,2835,35755,30,11040,372,12
F,59,1,981,483391,12,4908,387,12
F,63,1,2597,1384368,24,25488,1144,24
F,43,0,646,484090,12,3624,319,12
M,57,1,385,119446,18,2844,117,30
F,20,0,327,214379,1,107,151,12
F,39,0,257,34709,24,1848,79,1
F,43,0,503,33418,1,241,230,6
F,36,1,1908,1186414,18,15444,704,24
M,61,1,2670,1273443,18,14670,954,30
M,61,1,388,34258,30,4230,132,24
F,64,1,1996,1188721,18,16956,609,24
F,56,1,2430,1648367,30,23370,1001,30
M,53,0,545,387296,6,1530,248,18
M,38,0,490,420766,3,582,237,6
M,58,1,1305,221902,24,9648,624,24
M,43,1,1891,1345301,12,10080,627,24
F,30,1,1349,997703,18,7524,655,24
M,53,1,980,159306,12,4140,480,18
M,41,1,1147,235798,18,9630,555,18
F,58,1,2650,2615864,30,24690,954,12
F,43,0,336,142019,6,690,160,24
F,38,1,2488,2099872,24,22968,1065,12
F,35,0,246,9945,3,249,118,6
F,32,0,249,95864,6,624,109,1
F,32,0,43,21512,18,270,21,12
F,23,1,744,657672,12,4440,298,30
M,60,1,896,863272,12,3708,420,24
M,48,1,777,192644,30,7650,351,12
F,45,1,2596,1764140,18,22104,1198,30
M,25,0,291,282327,3,342,105,1
M,46,1,2269,512925,30,32940,946,18
F,38,0,265,18758,18,1656,105,12
M,34,0,154,104151,1,76,61,6
M,41,1,2155,1955865,30,26880,808,24
M,53,1,1211,351060,12,7056,513,18
M,48,1,2467,1405953,12,13572,913,18
F,64,1,2019,1519886,24,15576,775,12
M,51,0,339,328884,1,163,109,18
M,19,0,406,5616,18,846,78,24
F,59,1,1721,1409101,18,9504,665,18
M,20,0,429,99871,3,465,161,6
F,47,0,175,12301,12,780,76,24
M,25,0,247,31901,24,2472,119,1
M,24,0,528,130477,18,3690,227,6
F,29,0,500,274537,6,1020,241,1
F,36,0,399,369299,3,567,124,3
F,43,1,971,615698,24,8496,294,12
M,45,0,125,36444,12,468,55,6
F,32,1,793,339878,18,6120,381,30
F,31,0,263,121289,3,384,122,18
M,31,0,518,242321,6,1086,191,18
F,20,0,289,233860,18,1710,91,24
M,46,0,455,190967,3,672,190,3
M,23,0,392,343254,3,573,133,1
F,40,0,511,187452,12,2796,233,1
F,45,0,479,395886,24,5640,163,1
M,31,0,233,69180,12,1212,101,1
F,31,0,201,38953,3,246,87,3
M,37,1,2217,2046580,30,26340,851,18
F,30,1,1306,437666,12,7032,425,12
F,44,0,252,184821,6,612,78,6
M,52,0,692,415753,12,3552,272,1
M,62,1,2034,1730495,18,12348,944,12
F,19,0,100,20039,1,45,38,12
M,58,1,2768,2256782,18,15534,1078,30
F,62,1,2905,306895,12,12864,992,24
F,57,1,2746,554128,30,39960,1085,18
M,41,1,1717,1190915,30,20550,592,30
M,46,0,287,115345,3,327,89,3
M,20,0,388,52381,18,2556,117,6
F,62,1,2773,1262683,18,21132,1249,18
F,21,0,312,292707,12,1596,110,1
M,19,0,307,87984,6,636,137,3
M,37,1,2720,451966,24,21432,1118,30
F,32,0,113,23910,3,102,52,24
F,49,1,1986,839064,30,27810,928,24
M,59,1,2899,994057,24,29136,966,24
M,18,0,281,221261,6,534,93,12
F,55,1,956,51843,30,9150,391,18
F,52,0,439,110976,18,3762,160,12
M,24,0,303,109048,24,2736,118,24
F,62,1,1689,608164,18,12024,562,18
F,30,0,248,219878,3,342,115,24
F,18,0,90,46003,12,348,42,12
M,31,0,107,54941,3,117,51,1
F,46,0,51,45381,3,69,18,18
M,20,0,492,184505,12,2580,217,12
F,63,1,2209,71096,12,9168,999,18
F,41,1,1295,988291,12,4668,619,18
M,18,0,62,22078,6,162,26,3
M,27,1,865,410082,12,3684,376,30
F,30,0,570,238004,24,6672,267,3
M,53,1,2118,746488,30,29310,963,24
M,26,0,312,174968,18,1728,149,24
M,31,0,281,45089,12,1056,105,6
F,53,0,679,100274,1,256,277,18
M,27,0,159,18407,12,816,51,6
F,57,1,860,413905,12,4320,327,24
M,40,0,59,26126,6,156,27,6
M,52,1,1689,1025920,24,14904,600,12
F,24,0,681,236540,18,4302,230,6
F,59,1,596,202008,18,5148,270,30
M,52,1,2161,204482,18,16164,1064,24
F,19,0,211,43566,12,1044,91,3
F,32,1,2813,2370062,30,32700,921,24
M,26,0,402,133256,1,127,125,3
M,64,1,832,623931,18,7326,258,24
F,34,0,601,114430,12,2880,265,3
M,56,1,2941,2365310,18,23022,984,24
F,35,0,467,463041,18,2754,140,6
F,32,0,647,424587,24,5616,265,24
F,35,0,293,17970,1,122,139,6
M,41,1,1351,1301586,24,12048,656,30
F,40,0,86,72926,6,222,38,3
M,29,0,309,68681,3,447,117,1
F,40,1,2708,2571251,12,14148,1169,18
F,38,0,539,42105,1,210,222,3
F,43,0,632,52329,24,5592,221,18
M,25,1,182,50890,12,732,65,12
M,47,0,97,4772,24,960,30,3
F,51,0,357,242362,3,417,110,12
F,19,0,72,71423,24,528,35,6
M,22,0,166,10949,24,1824,61,6
F,48,1,1779,383644,30,17850,629,12
M,50,1,958,786084,18,5886,351,30
F,21,0,440,215057,3,429,148,6
F,23,0,84,10447,18,558,40,12
M,40,1,256,153479,24,2400,122,24
M,62,1,2197,52803,18,5490,376,12
M,36,1,1582,1338295,18,11772,582,18
F,60,1,1163,374943,30,12210,534,18
F,62,1,2725,1593390,24,26976,950,24
M,25,0,385,288952,24,4392,155,6
F,56,1,1487,1196178,30,20100,724,18
F,30,0,361,156710,24,3456,123,6
F,18,0,286,58156,1,101,141,24
M,23,0,233,119003,24,1680,114,1
M,24,1,807,57473,18,4878,386,24
F,44,1,1685,1262834,24,15792,840,30
F,32,0,422,12211,6,408,65,24
F,51,1,883,347238,12,3876,430,30
M,40,1,2450,117414,24,28920,755,12
M,41,1,469,287518,18,3348,192,30
M,32,0,295,262073,6,606,113,18
M,52,1,2349,347169,24,21216,1066,18
M,21,0,173,26028,18,1494,62,6
F,61,1,898,464183,18,6210,375,30
F,54,0,127,122361,1,50,52,1
M,34,0,203,8706,1,87,99,12
M,48,1,2832,1188940,24,24336,1219,12
M,55,1,2005,1939098,12,8448,1001,30
M,27,0,623,263263,6,1866,310,3
F,44,1,196,147666,12,1164,80,30
F,59,1,1765,1348686,24,16728,554,12
F,23,0,655,264178,24,6240,324,1
F,23,0,440,33215,12,1704,151,6
M,32,1,2585,1934678,30,37530,1130,24
M,21,0,89,19348,24,648,43,24
M,57,1,359,212410,12,1980,152,18
F,24,0,542,265110,12,2556,262,12
F,62,1,552,196379,30,6720,249,18
F,64,1,1622,695401,30,22710,658,12
F,43,1,198,172194,12,1068,95,12
F,48,0,504,390334,12,2400,241,1
M,19,0,20,14862,12,72,6,6
F,45,0,273,229601,24,3168,115,1
F,59,0,74,36859,18,612,22,18
F,30,0,605,197212,24,6696,222,6
M,35,1,808,730863,12,3408,380,12
F,47,0,397,348184,6,804,124,12
F,28,1,1439,1250092,18,9918,639,18
M,30,0,644,76747,1,253,258,18
M,41,0,550,365054,3,648,261,1
M,46,1,1951,1841760,24,21168,885,24
F,22,0,265,111861,12,960,114,1
F,52,0,573,558488,12,3060,235,3
F,36,0,337,222812,18,2790,163,12
F,30,0,392,58094,12,1860,193,1
M,22,0,454,324433,12,2028,178,6
M,61,1,467,404229,24,4680,221,18
M,31,1,1393,448938,18,7614,527,18
M,55,1,684,24395,18,4518,219,30
F,39,0,334,61227,1,104,147,18
M,26,0,82,9236,6,192,30,18
F,57,1,974,247971,18,7344,439,24
F,43,1,749,705701,30,8820,302,24
M,62,1,1942,260938,12,8304,889,12
F,22,0,303,192246,18,1674,129,1
F,46,1,1290,26008,24,3744,218,24
F,39,1,785,91597,24,8088,370,24
M,20,0,394,256449,12,1596,178,18
F,45,1,1155,70154,30,15780,464,30
F,55,1,519,150895,24,4560,176,30
F,31,0,545,272055,24,3960,226,18
M,64,1,1549,540349,30,15210,502,24
F,31,1,2772,664498,30,26610,1263,30
F,60,1,1402,458638,12,5856,473,12
F,28,0,359,218332,1,159,162,12
M,26,0,251,133262,3,240,84,1
M,55,1,2516,174498,12,11208,929,30
M,64,1,2066,1573994,18,12780,828,30
F,61,1,1414,483954,12,5424,445,12
F,23,0,451,57828,1,168,170,24
F,18,0,32,16233,1,13,14,3
F,42,0,93,26716,6,270,34,18
F,33,0,161,100629,12,744,70,1
M,32,0,516,103118,1,184,158,18
M,51,1,1382,414319,30,20250,544,24
F,34,1,806,106495,30,10620,380,24
M,20,0,192,130654,3,249,78,1
M,20,0,367,187342,12,1704,162,12
F,54,1,1680,854847,30,20850,669,30
F,34,0,83,74987,3,78,34,3
M,55,1,2863,2801922,30,33060,915,18
M,18,0,335,75613,24,2976,141,1
F,24,0,68,57456,3,72,31,1
F,43,0,198,36350,12,1176,61,12
F,64,1,1661,608431,24,14328,704,30
M,56,1,1708,361223,30,20190,526,18
M,36,0,119,89580,12,468,47,6
F,47,1,2284,1596366,30,24720,1013,30
F,60,1,1817,1484254,30,22740,823,12
F,31,0,623,64212,6,1410,274,12
F,30,0,80,4771,6,156,28,18
F,37,1,999,10493,12,2292,116,12
M,43,1,2545,2205295,12,11904,1136,24
M,44,1,1570,1237269,12,9228,767,24
F,42,0,142,7137,1,69,42,6
F,26,0,408,71667,6,1080,135,18
F,58,1,2895,2198012,30,36150,1244,12
M,29,0,542,433462,18,3726,194,12
F,27,0,533,402697,24,6096,170,12
M,23,0,215,206095,18,1296,98,24
M,51,0,37,5423,6,102,14,24
F,58,1,3000,1695287,12,13848,1457,18
F,36,1,895,742130,24,10704,332,12
F,23,0,320,285702,3,453,151,18
F,19,0,190,98064,6,378,65,1
F,32,0,640,99401,18,5490,287,12
M,34,0,234,221680,3,294,115,18
M,33,0,422,270456,3,462,195,12
F,45,0,88,36560,24,768,38,18
F,38,0,216,190308,12,888,89,1
F,25,0,118,12313,6,252,39,18
F,27,0,505,466990,6,1422,214,24
F,27,1,2013,5842,24,5184,334,18
M,27,0,180,69480,3,168,73,6
M,26,0,569,51153,1,213,190,18
M,45,0,559,407394,12,2664,246,24
M,41,1,1384,242813,24,14664,536,18
F,36,0,636,167985,1,259,200,24
F,50,0,298,20263,12,1500,90,12
F,21,0,50,12458,24,528,16,1
M,20,0,391,272632,24,2832,158,1
M,59,1,2553,1866351,18,20196,959,30
F,29,1,2550,1610711,12,11616,922,24
M,35,1,969,293956,24,7848,428,12
F,40,1,2007,1706955,18,12978,957,12
F,37,0,501,489410,18,4356,239,3
F,23,0,151,106069,18,810,54,18
F,51,1,2276,459169,12,12576,864,18
M,59,1,2158,1340996,18,12834,995,24
F,19,0,512,78959,12,2412,224,1
F,47,1,1147,455416,18,7632,441,24
F,26,0,187,162037,18,1620,68,24
F,44,1,1150,163783,12,5448,458,30
F,59,1,1929,1259513,12,9252,877,18
M,51,1,950,31380,18,7236,409,24
F,57,0,116,24393,24,960,49,12
F,41,1,2732,1234690,30,27030,1021,18
M,34,0,610,233196,3,564,204,1
F,46,1,1406,1220443,24,15744,585,12
F,53,0,693,151296,18,5076,321,12
F,29,0,185,76079,24,1464,92,24
F,48,1,1747,89375,24,18600,694,24
F,26,1,810,541969,12,4596,379,30
F,36,0,86,73322,18,720,41,24
F,63,1,747,303755,12,3648,224,30
M,63,1,2398,597588,30,31980,743,12
F,34,0,138,27880,3,168,42,3
F,19,0,246,147263,18,2160,100,12
F,57,1,1268,635863,12,4848,575,24
M,22,0,282,157193,12,1476,128,12
F,56,1,1386,1180020,12,7872,686,24
F,33,0,606,85438,6,1260,243,24
F,34,1,1770,200070,24,19800,805,18
M,44,1,1057,496200,24,8760,457,18
F,24,0,559,398076,1,270,262,3
M,25,0,617,536138,18,5400,247,24
M,25,0,381,144078,1,156,124,6
F,40,0,506,285920,6,1314,239,24
F,49,1,2632,403037,18,20934,861,24
M,60,1,1241,1037149,12,5352,416,24
F,64,1,2025,1225410,18,14742,983,24
M,35,1,431,275508,12,2208,204,18
F,55,0,276,187395,24,3192,131,12
M,29,0,569,48884,24,5448,201,6
M,32,0,235,143956,18,2070,75,3
F,45,1,1545,1043393,12,7704,609,18
M,55,0,694,537630,6,2058,223,6
F,48,1,2257,506758,18,17550,737,24
M,26,0,173,136152,6,348,74,18
M,25,0,531,182934,12,2292,218,6
F,63,1,2235,620074,18,18342,1042,24
M,36,0,671,655412,6,1752,316,24
M,25,0,94,52440,24,1104,41,18
F,51,1,2271,2175580,24,24168,849,18
M,21,0,599,385921,3,825,276,18
M,48,0,113,102066,24,1224,41,1
M,55,1,1685,1336634,12,9528,570,24
M,20,0,249,111090,6,606,100,12
M,52,1,899,77730,30,12210,300,30
F,36,0,309,50793,18,2610,142,6
F,60,1,988,386455,30,13050,413,30
F,46,1,1924,1593314,12,11424,783,12
M,27,0,67,36419,12,336,30,1
F,29,1,770,342887,24,6240,338,24
M,63,1,2531,2513396,30,36840,901,24
F,47,1,284,280012,24,3096,105,12
F,47,1,1812,264576,24,20904,571,24
M,35,1,781,167216,18,4392,309,18
F,41,0,378,180672,6,1128,123,12
M,49,1,1296,843840,12,6720,471,18
M,26,0,472,386539,6,1062,229,1
M,64,1,2502,125091,24,21168,1002,30
M,41,1,1937,106214,30,18690,673,12
F,43,0,482,441897,12,2208,183,6
M,20,0,259,241026,6,480,84,18
M,40,0,348,143706,12,1476,138,24
M,28,1,1839,1044979,12,7008,641,24
M,27,0,24,14315,12,84,11,24
F,53,1,2374,1759492,12,11376,937,18
M,30,0,35,23240,6,78,10,1
F,46,0,688,175480,6,1770,281,1
F,55,1,2134,875528,24,18024,971,30
M,30,0,364,50891,18,2556,124,24
F,43,0,473,301103,3,507,157,24
M,37,0,412,347983,12,2220,188,24
M,22,0,496,173849,3,711,173,3
M,37,0,143,56546,3,141,50,3
F,31,1,461,413842,12,2580,179,12
M,62,1,2109,2085754,24,23472,638,12
F,31,1,618,455257,24,5400,235,18
M,25,1,205,21726,30,2760,70,18
M,30,1,1794,1191190,18,12708,786,30
M,41,0,72,71970,6,210,35,18
F,32,0,554,477507,1,209,266,6
M,18,0,138,61097,18,756,52,24
F,39,1,1199,233658,24,10992,375,24
M,51,1,1342,228743,18,11394,626,12
F,57,1,627,83700,18,4878,284,30
M,20,0,488,347298,24,4032,210,18
M,43,0,533,360421,1,229,193,6
F,31,0,118,81751,3,165,58,24
M,58,1,2457,1921169,24,26832,922,18
M,25,0,33,18671,3,36,10,24
M,33,0,389,169545,1,126,189,1
F,59,1,2872,1134166,12,16632,1181,12
F,38,0,158,31528,18,1188,51,18
F,27,0,97,73974,1,38,37,24
F,42,1,2236,1106709,12,9792,753,18
M,55,0,663,155183,24,6672,251,6
M,39,1,1168,543936,24,11400,552,24
F,64,1,2711,277697,12,14724,1090,12
M,63,1,226,64694,12,1224,77,30
F,21,0,157,138241,3,213,61,1
M,21,0,520,277215,3,564,178,6
F,47,0,86,20187,24,888,42,24
F,19,0,602,251199,6,1296,297,3
F,46,1,1989,1859939,18,16668,794,24
M,60,0,271,166464,24,2328,113,1
F,53,1,2320,2027642,30,24420,1088,12
F,38,0,512,409881,12,2520,182,6
M,38,0,247,7669,24,2736,82,24
M,38,1,439,437107,30,4170,195,30
M,21,0,163,2082,12,348,20,18
F,18,0,56,25581,6,144,21,12
M,43,0,341,304528,3,471,143,12
F,19,0,38,22988,3,33,11,3
M,26,1,1516,499011,12,6888,568,12
F,62,1,2063,1187429,18,12096,841,18
F,35,0,682,518455,24,5424,215,3
F,59,1,2959,2823073,24,30960,1073,12
M,58,1,329,144646,18,2052,131,18
F,28,0,387,286131,18,3096,143,6
F,42,1,415,263453,12,2328,175,18
F,43,1,1376,141711,30,20070,574,30
M,53,1,2464,173967,24,26448,1173,12
M,59,1,2199,221588,12,10680,799,12
M,52,1,268,237583,30,2490,89,30
F,55,1,2356,1568274,30,22680,1067,18
F,20,0,177,163442,24,1776,72,24
M,58,1,1800,114788,12,7836,577,18
F,52,1,409,265746,18,2916,188,18
M,57,0,415,176772,6,1062,147,24
M,39,0,649,352949,18,4680,311,6
M,25,0,223,185575,12,1224,108,18
M,32,0,692,238968,12,3360,297,3
M,62,1,805,358165,12,4764,366,18
M,24,0,587,190233,12,3120,268,18
M,36,0,620,579045,18,5382,241,3
F,57,1,2172,1119533,12,13020,1061,12
F,59,1,870,591836,12,3960,297,30
M,34,1,545,459982,12,2964,175,18
F,18,0,589,463885,12,3144,226,18
M,62,1,2544,1022823,24,22824,1132,12
F,46,1,517,298329,24,4896,212,24
M,30,0,306,203743,24,3504,117,24
F,46,0,528,511457,24,5280,220,1
M,58,1,1920,664784,12,11196,591,12
F,59,1,687,594271,12,2760,279,24
M,23,0,53,8060,6,96,24,6
M,22,0,571,40914,24,5568,235,24
F,51,1,1942,1264885,18,12978,894,30
M,28,0,404,302360,3,549,166,18
M,26,0,508,179669,24,5544,225,6
M,55,1,2936,1150827,12,13764,1029,24
F,57,1,2846,153411,12,15036,1382,30
F,58,1,2009,970569,30,29040,690,30
F,26,0,601,596784,6,1434,279,12
F,25,1,1967,178149,12,9576,837,18
F,61,1,277,147350,12,1332,114,18
M,57,1,1148,350590,12,5976,531,18
M,20,0,119,115078,3,165,57,1
F,30,0,125,23720,12,708,42,1
F,36,0,492,332692,6,936,150,3
F,51,1,1781,1543167,18,15660,767,24
M,49,1,2062,2051409,24,15432,916,30
M,33,0,589,87292,18,4266,270,1
F,53,1,2581,2529596,24,26592,1019,24
F,35,1,598,583678,24,5928,200,18
F,31,0,512,248044,18,4302,247,24
M,47,1,1154,167913,18,7668,463,12
F,19,0,610,210328,24,4704,267,1
F,30,0,539,487157,3,537,163,24
M,44,1,2446,769917,24,27384,963,24
F,34,0,35,34792,18,234,15,3
F,48,1,2651,1875495,12,12504,982,24
F,32,1,210,114773,18,1278,97,18
M,37,0,353,40185,6,690,107,12
M,22,0,367,245393,3,486,145,6
M,24,1,2280,955048,24,23712,908,30
M,35,1,1657,1502541,12,9828,534,24
F,28,0,283,130350,3,306,99,1
M,49,1,2338,1129822,24,19104,993,12
M,44,1,668,357815,18,5922,320,30
M,43,0,557,554928,1,205,218,18
M,54,1,608,23138,18,3366,233,12
F,62,1,2003,1606605,30,24090,973,24
M,45,1,2622,2244227,12,14352,930,18
M,19,0,277,174373,6,756,129,24
M,37,1,2145,393536,24,25704,1032,18
M,21,0,416,200314,6,1134,154,18
M,30,1,1049,754247,30,9570,424,18
F,41,0,180,54309,3,192,67,3
M,55,1,1898,87431,30,21240,902,24
